'15-2011,Actuaries,Line item,33.5999984741211,40.9000015258789,21.7999992370605,2.40000009536743,125770,Mathematics,Critical and analytical thinking,Writing and reading,1.60000002384186,Projections for 15-2011
'15-2021,Mathematicians,Line item,2.40000009536743,2.40000009536743,-0.699999988079071,0.100000001490116,121680,Mathematics,Critical and analytical thinking,Writing and reading,0.100000001490116,Projections for 15-2021
'15-2031,Operations research analysts,Line item,112.099998474121,136.199996948242,21.5,9.60000038146973,91290,Mathematics,Critical and analytical thinking,Writing and reading,7.19999980926514,Projections for 15-2031
'15-2041,Statisticians,Line item,32.2000007629395,34.9000015258789,8.5,2,103300,Mathematics,Computers and information technology,Writing and reading,1.79999995231628,Projections for 15-2041
'15-2051,Data scientists,Line item,245.899993896484,328.299987792969,33.5,23.3999996185303,112590,Mathematics,Computers and information technology,Writing and reading,15.1000003814697,Projections for 15-2051
'15-2099,"      Mathematical science occupations, all other",Line item,5,5.19999980926514,4,0.300000011920929,71490,Mathematics,Computers and information technology,Writing and reading,0.300000011920929,Projections for 15-2099
'17-0000,Architecture and engineering occupations,Summary,2648.39990234375,2788.30004882813,5.30000019073486,186.5,97310,NULL,NULL,NULL,172.5,Projections for 17-0000
'17-1000,"    Architects, surveyors, and cartographers",Summary,215,223.899993896484,4.09999990463257,14.3999996185303,82990,NULL,NULL,NULL,13.5,Projections for 17-1000
'17-1010,"      Architects, except naval",Summary,145.399993896484,151,3.79999995231628,9.5,94010,NULL,NULL,NULL,8.89999961853027,Projections for 17-1010
'17-1011,"        Architects, except landscape and naval",Line item,123.599998474121,128.399993896484,3.90000009536743,7.80000019073486,96690,Adaptability,Critical and analytical thinking,Computers and information technology,7.30000019073486,Projections for 17-1011
'17-1012,Landscape architects,Line item,21.7999992370605,22.6000003814697,3.5,1.70000004768372,79660,Creativity and innovation,Adaptability,Writing and reading,1.60000002384186,Projections for 17-1012
'17-1020,"      Surveyors, cartographers, and photogrammetrists",Summary,69.5999984741211,72.9000015258789,4.80000019073486,4.90000009536743,74120,NULL,NULL,NULL,4.59999990463257,Projections for 17-1020
'17-1021,Cartographers and photogrammetrists,Line item,13.3999996185303,14.3000001907349,6.40000009536743,1,78380,Computers and information technology,Detail oriented,Writing and reading,0.899999976158142,Projections for 17-1021
'17-1022,Surveyors,Line item,56.0999984741211,58.5999984741211,4.40000009536743,3.90000009536743,72740,Mathematics,Detail oriented,Computers and information technology,3.70000004768372,Projections for 17-1022
'17-2000,Engineers,Summary,1790.30004882813,1913.30004882813,6.90000009536743,114.599998474121,106070,NULL,NULL,NULL,102.300003051758,Projections for 17-2000
'17-2011,Aerospace engineers,Line item,71.5999984741211,75.9000015258789,6.09999990463257,4.5,134830,Critical and analytical thinking,Computers and information technology,Writing and reading,4.09999990463257,Projections for 17-2011
'17-2021,Agricultural engineers,Line item,1.70000004768372,1.79999995231628,5.90000009536743,0.100000001490116,84630,Computers and information technology,Critical and analytical thinking,Writing and reading,0.100000001490116,Projections for 17-2021
'17-2031,Bioengineers and biomedical engineers,Line item,22.2000007629395,23.2999992370605,5.19999980926514,1.29999995231628,106950,Computers and information technology,Critical and analytical thinking,Writing and reading,1.20000004768372,Projections for 17-2031
'17-2041,Chemical engineers,Line item,21.6000003814697,22.1000003814697,2.59999990463257,1.10000002384186,121860,Critical and analytical thinking,Mathematics,Detail oriented,1.10000002384186,Projections for 17-2041
'17-2051,Civil engineers,Line item,368.899993896484,387.5,5,23.6000003814697,99590,Mathematics,Critical and analytical thinking,Problem solving and decision making,21.7999992370605,Projections for 17-2051
'17-2061,Computer hardware engineers,Line item,76.8000030517578,82.4000015258789,7.30000019073486,4.69999980926514,155020,Computers and information technology,Critical and analytical thinking,Writing and reading,4.19999980926514,Projections for 17-2061
'17-2070,Electrical and electronics engineers,Summary,287.899993896484,307.600006103516,6.90000009536743,17.5,118780,NULL,NULL,NULL,15.5,Projections for 17-2070
'17-2071,Electrical engineers,Line item,192,205.699996948242,7.19999980926514,11.6999998092651,111910,Computers and information technology,Writing and reading,Adaptability,10.3999996185303,Projections for 17-2071
'17-2072,"        Electronics engineers, except computer",Line item,95.9000015258789,101.800003051758,6.19999980926514,5.69999980926514,127590,Computers and information technology,Critical and analytical thinking,Writing and reading,5.19999980926514,Projections for 17-2072
'17-2081,Environmental engineers,Line item,39.4000015258789,41,3.90000009536743,3,104170,Writing and reading,Critical and analytical thinking,Problem solving and decision making,2.79999995231628,Projections for 17-2081
'17-2110,"      Industrial engineers, including health and safety",Summary,374.899993896484,414.5,10.6000003814697,26.7999992370605,101490,NULL,NULL,NULL,22.7999992370605,Projections for 17-2110
'17-2111,"        Health and safety engineers, except mining safety engineers and inspectors",Line item,23.7999992370605,24.8999996185303,4.40000009536743,1.5,109660,Adaptability,Problem solving and decision making,Detail oriented,1.39999997615814,Projections for 17-2111
'17-2112,Industrial engineers,Line item,351.100006103516,389.600006103516,11,25.2000007629395,101140,Adaptability,Detail oriented,Writing and reading,21.3999996185303,Projections for 17-2112
'17-2121,Marine engineers and naval architects,Line item,8.5,9,5.80000019073486,0.600000023841858,105670,Writing and reading,Detail oriented,Critical and analytical thinking,0.600000023841858,Projections for 17-2121
'17-2131,Materials engineers,Line item,23,24.2999992370605,5.69999980926514,1.5,108310,Writing and reading,Critical and analytical thinking,Adaptability,1.29999995231628,Projections for 17-2131
'17-2141,Mechanical engineers,Line item,293.100006103516,319.600006103516,9.10000038146973,18.1000003814697,102320,Adaptability,Computers and information technology,Problem solving and decision making,15.5,Projections for 17-2141
'17-2151,"      Mining and geological engineers, including mining safety engineers",Line item,7,7,0.699999988079071,0.400000005960464,101020,Problem solving and decision making,Writing and reading,Critical and analytical thinking,0.400000005960464,Projections for 17-2151
'17-2161,Nuclear engineers,Line item,15.3999996185303,15.3000001907349,-1.10000002384186,0.800000011920929,127520,Critical and analytical thinking,Mathematics,Detail oriented,0.899999976158142,Projections for 17-2161
'17-2171,Petroleum engineers,Line item,19.6000003814697,19.7999992370605,1.29999995231628,1.20000004768372,141280,Problem solving and decision making,Writing and reading,Critical and analytical thinking,1.20000004768372,Projections for 17-2171
'17-2199,"      Engineers, all other",Line item,158.800003051758,162.100006103516,2.09999990463257,9.30000019073486,117750,Critical and analytical thinking,Adaptability,Computers and information technology,9,Projections for 17-2199
'17-3000,"    Drafters, engineering technicians, and mapping technicians",Summary,643.099975585938,651.200012207031,1.29999995231628,57.5,66390,NULL,NULL,NULL,56.7000007629395,Projections for 17-3000
'17-3010,Drafters,Summary,192.100006103516,191.5,-0.300000011920929,16.2000007629395,65380,NULL,NULL,NULL,16.2000007629395,Projections for 17-3010
'17-3011,Architectural and civil drafters,Line item,110.5,115.099998474121,4.09999990463257,10,64280,Computers and information technology,Adaptability,Detail oriented,9.5,Projections for 17-3011
'17-3012,Electrical and electronics drafters,Line item,21.6000003814697,20.3999996185303,-5.59999990463257,1.70000004768372,73720,Computers and information technology,Detail oriented,Adaptability,1.79999995231628,Projections for 17-3012
'17-3013,Mechanical drafters,Line item,42.9000015258789,40.0999984741211,-6.5,3.29999995231628,68510,Computers and information technology,Detail oriented,Adaptability,3.5,Projections for 17-3013
'17-3019,"        Drafters, all other",Line item,17.1000003814697,15.8999996185303,-6.90000009536743,1.29999995231628,62010,Computers and information technology,Detail oriented,Adaptability,1.39999997615814,Projections for 17-3019
'17-3020,"      Engineering technologists and technicians, except drafters",Summary,391.600006103516,397.700012207031,1.5,33.7000007629395,70070,NULL,NULL,NULL,33.0999984741211,Projections for 17-3020
'17-3021,Aerospace engineering and operations technologists and technicians,Line item,9.30000019073486,10.1000003814697,8.10000038146973,0.899999976158142,79830,Detail oriented,Adaptability,Problem solving and decision making,0.800000011920929,Projections for 17-3021
'17-3022,Civil engineering technologists and technicians,Line item,64.9000015258789,66.1999969482422,2.09999990463257,5.5,64200,Mathematics,Adaptability,Computers and information technology,5.40000009536743,Projections for 17-3022
'17-3023,Electrical and electronic engineering technologists and technicians,Line item,93.6999969482422,94.3000030517578,0.600000023841858,8.39999961853027,77180,Computers and information technology,Detail oriented,Adaptability,8.30000019073486,Projections for 17-3023
'17-3024,Electro-mechanical and mechatronics technologists and technicians,Line item,15,15.1000003814697,1.10000002384186,1.29999995231628,70760,Detail oriented,Computers and information technology,Adaptability,1.20000004768372,Projections for 17-3024
